Links to profile,Name Account/Influencer,Professional Activity,Nationality,Brand,Account description,Number of posts,Number of followers,Number of followings,Verified Status,Publication number,Post description,Post number of comments,Post number of likes,Posting date,Media Type
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,99,"LIVE LIFE LOUD with my new headphones and speakers. Awesome design and incredible Monster sound!

www.ebay.com/roc",7581,885 546,2015-08-03T19:42:33.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,100,Dinner time🍴🍜,14555,1 112 618,2015-08-03T19:47:17.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,101,Watch my team mates👍⚽️👍⚽️,8613,986 426,2015-08-04T16:20:00.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,102,"Always be at your best with @SacoorBrothers outfits, the perfect look for every occasion. Find the closest boutique here: bit.ly/boutiquesSacoorBrothers",16260,765 887,2015-07-12T12:28:59.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,103,"Iker, un orgullo haber trabajado contigo tantos años. Mucha suerte en tu nuevo equipo!",14100,1 389 798,2015-07-13T11:13:39.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,104,First poker night with new chips.,8041,996 003,2015-07-14T14:03:34.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,105,"Down in Australia and ran out of @Herbalife24 #RebuildStrength...found a @Herbalife nutrition club and they took great care of me. Thanks, guys! No matter where in the world, Herbalife's got my back.",7235,898 576,2015-07-15T11:19:27.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,106,No caption,6641,861 182,2015-07-18T02:45:28.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,107,No caption,10366,890 420,2015-07-18T02:46:40.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,108,Ready for the game⚽️,10049,1 180 593,2015-07-18T07:05:33.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,109,Nice Melbourne,10597,1 110 289,2015-07-19T08:45:08.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,110,"Met these future champions after the game. Proud to support @savechildrenaus, which gives these kids safe play areas.",3370,825 962,2015-07-19T12:53:42.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,111,Parabéns aos campeões da Selecção Nacional de Futebol de Praia! Enorme orgulho para Portugal!,3620,702 092,2015-07-19T23:16:28.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,112,Finnish hard work. Relax time,14826,1 224 616,2015-07-20T09:22:51.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,113,Selfie,43106,1 531 506,2015-07-21T10:56:35.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,114,Good morning 😎⚽️,25001,1 428 939,2015-08-05T07:47:28.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,115,Step out in style with #CR7Footwear! One of my favourite pairs in the collection. www.cr7footwear.com,7402,862 480,2015-07-22T10:58:35.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,116,After hard work. Cold water👍🏻,16388,1 165 234,2015-07-22T09:20:53.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,117,Stretching time,17799,1 076 796,2015-07-23T08:56:15.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,118,Ready for tomorrow!,11227,902 890,2015-07-23T11:46:03.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,119,Well done team. Man off the match thank you very much boys.,8895,1 065 420,2015-07-24T12:20:40.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,120,Thank you Melbourne,8286,1 078 308,2015-07-25T02:54:55.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,121,China,9245,1 065 098,2015-07-25T13:44:13.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,122,Coming soon!,10382,831 489,2015-07-25T10:55:59.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,123,Siesta,26917,1 193 061,2015-07-26T06:18:34.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,124,Cortando o cabelo ajajjajaajja,11649,1 057 978,2015-07-26T14:07:12.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,125,Good morning Guangzhou⚽️,6346,942 070,2015-07-27T02:13:20.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,126,Game tonight⚽️,10024,1 090 739,2015-07-27T10:20:11.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,127,Good win,7404,1 020 009,2015-07-27T14:07:31.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,128,Trip to Shanghai,11611,1 120 226,2015-07-28T07:42:18.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,129,Recover 👍🏻⚽️,9919,1 131 044,2015-07-28T03:28:52.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,130,Arrive Madrid,9115,1 104 449,2015-07-31T08:43:20.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,131,I was missing my home food!!,20662,1 279 918,2015-07-31T11:34:21.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,132,Good morning⚽️,24634,1 432 144,2015-08-26T06:47:05.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,133,Relax in sauna with family. ❤️❤️❤️❤️,11038,1 082 104,2015-08-26T19:01:30.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,134,Training⚽️👍,6537,953 291,2015-08-26T12:54:00.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,135,Good morning ⚽️👍👌☀️calma,13651,1 160 288,2015-08-27T07:22:56.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,136,I love my new #techpack from @nikesportswear. It's amazing!,7953,956 771,2015-08-27T14:39:07.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,137,✈ 💋 #live life loud #roc,10919,924 847,2015-08-27T11:57:39.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,138,Nicely dressed hein? 👌😎 #sacoorbrothers #cr7footwear,15964,1 227 371,2015-08-27T18:01:14.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,139,✈️💤💤💤💤💤,11652,991 638,2015-08-27T21:16:41.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,140,B dia fans☀️☀️💋⚽️💋💋👌,14327,1 010 793,2015-08-28T06:39:10.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,141,Me👍🏻👍🏻👌,5658,896 002,2015-08-28T17:50:39.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,142,Training⚽️⚽️,8944,986 952,2015-08-28T10:58:43.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,143,B dia☀️☀️,14348,1 123 641,2015-08-29T07:57:17.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,144,"Watching the game with my brothers and my ""sun"" ☀️⚽️👌😍❤️",11197,1 123 698,2015-08-05T19:57:34.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,145,Good morning. ⚽️,19346,1 357 760,2015-08-06T07:31:34.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,146,Fun time with my bro‼️ 🌅🙈😂🔝,6774,967 702,2015-08-06T19:28:05.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,147,Bom dia⚽️,14366,1 143 605,2015-08-07T07:07:09.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,148,Selfie,22214,1 163 951,2015-08-07T18:16:23.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,149,Here’s an exclusive image from my latest #CR7Underwear shoot! Love the new collection- check it out now on www.CR7underwear.com,14083,1 016 274,2015-08-07T10:59:53.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,150,Enjoy the weekend. 👍👍⚽️⚽️☀️,13580,1 326 937,2015-08-08T13:37:04.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,151,Live Life Loud‼️CR7 🎶,13882,1 122 027,2015-08-08T20:10:13.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,152,Happy Sunday ☀️,24554,1 320 072,2015-08-09T12:04:44.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,153,Good session⚽️⚽️👍🏻👍,4411,903 549,2015-08-10T16:45:29.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,154,👍⚽️,6460,994 010,2015-08-10T16:46:13.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,155,Bom día 👍👍👍,14267,1 174 378,2015-08-11T06:48:56.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,156,⚽️👍✅CRJ,6090,1 053 980,2015-08-11T15:16:29.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,157,Training⚽️,4773,899 047,2015-08-11T11:00:43.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,158,⚽️⚽️👍,8298,1 017 240,2015-08-11T11:01:36.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,159,"My new official keyboard is now available for your smartphone. Take a look and try it!

http://bit.ly/1hraZzH",6396,620 890,2015-08-11T14:06:09.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,160,Chilling out☕️☕️,6926,885 815,2015-08-11T20:46:53.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,161,Selfie with marosca🍴☀️☀️👍,16981,1 211 426,2015-08-12T10:28:48.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,162,G morning👍☀️,12524,1 084 469,2015-08-12T06:35:32.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,163,2 training ⚽️⚽️⚽️,27346,1 505 368,2015-08-12T14:43:02.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,164,1 training ⚽️⚽️⚽️⚽️,8472,1 057 784,2015-08-13T09:54:52.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,165,2 training 😤😤😓⚽️👍👍👍👍👌,4787,917 111,2015-08-13T17:19:12.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,166,Play as a child with CRJ.,8327,1 011 605,2015-08-13T18:19:02.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,167,G morning ☀️☀️☀️☀️⚽️👍,14206,1 137 671,2015-08-14T06:47:49.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,168,Like Dad like Son👌💪🏽,55219,2 000 027,2015-08-14T15:36:46.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,169,☀️,7286,811 878,2015-08-15T11:06:08.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,170,Happy Sunday ☀️☀️👍,8412,1 060 464,2015-08-16T13:59:41.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,171,👍⚽️👍⚽️👍,9968,1 041 198,2015-08-17T12:15:44.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,172,B dia. Early training ⚽️⚽️👍,16918,990 635,2015-08-17T07:05:22.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,173,❤️👍,9301,1 140 132,2015-08-17T13:34:59.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,174,Game tonight⚽️⚽️⚽️⚽️👍,9330,979 538,2015-08-18T13:55:26.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,175,Good morning ☀️👍☀️⚽️💋,13794,1 086 609,2015-08-19T07:37:35.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,176,Hope you liked my 4th #CR7underwear campaign! Here’s a sneak peek of the shoot! New styles on www.CR7underwear.com now!,6019,576 962,2015-08-19T14:25:40.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,177,Family time☀️,9330,1 195 850,2015-08-19T15:52:25.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,178,B dia⚽️💪🏽,8791,983 901,2015-08-20T06:40:52.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,179,Celebrating the launch of my Autumn/Winter #CR7Shirts collection! See the new styles on www.CR7Shirts.com,13921,793 341,2015-08-20T14:50:38.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,180,👍👍👌,15228,1 126 333,2015-08-20T18:49:40.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,181,Training⚽️👍🏻👌,9625,1 016 479,2015-08-21T11:45:41.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,182,Drink☀️☀️👌,6591,736 075,2015-08-21T14:59:35.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,183,Dinner 🍜🍲,6092,1 004 306,2015-08-21T19:27:09.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,184,G m ⚽️👍💋👌☀️,11135,1 076 116,2015-08-22T06:40:13.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,185,Funny moments❤️👌,11151,1 195 426,2015-08-22T19:04:04.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,186,Arrived ⚽️⚽️⚽️⚽️,13233,1 111 421,2015-08-23T10:08:24.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,187,👍,16270,840 026,2015-08-23T21:16:51.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,188,G m. Training⚽️,7539,963 335,2015-08-24T08:03:36.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,189,No caption,18911,982 998,2015-08-24T12:15:48.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,190,Miauuuuuuu👌,8723,752 547,2015-08-25T10:39:44.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,191,Mom's lunch🍜🍜🍜🍜🍜,17360,1 283 267,2015-08-25T12:48:01.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,192,Chiling dinner🍲✌️🔥,6531,886 438,2015-09-19T20:53:33.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,193,Happy moments. ❤️❤️❤️,13441,1 203 329,2015-09-20T14:29:49.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,194,Good morning. ✌,12330,1 062 988,2015-09-21T07:37:07.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,195,⚽️✌️,4591,873 842,2015-09-21T11:35:34.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,196,Pick up my little man💋❤️❤️❤️,7934,1 083 009,2015-09-21T16:23:23.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,197,Falling in love with the sound of my ROC headphones‼️👌🔝 #livelifeloud,6064,964 263,2015-09-21T20:49:52.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,198,Here’s a sneak peak of me getting ready for the TV ad of #cristianoronaldolegacy. I had a great time!,5748,906 402,2015-09-22T14:45:45.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,199,Bom dia 👍✌️,11080,1 027 560,2015-09-22T07:33:51.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,200,⚽️⚽️⚽️⚽️💪🏽👍🏻,5897,890 084,2015-09-22T11:42:15.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,201,G night ❤️,10854,1 069 590,2015-09-22T19:37:38.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,202,Travel for the game⚽️⚽️⚽️✌️👍,6827,979 218,2015-09-23T08:23:17.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,203,👍⚽️👍,8425,1 019 583,2015-08-30T11:25:14.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,204,Sunday lunch🍲☀️👌👍,8237,811 331,2015-08-30T11:47:02.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,205,Bike recovery starts👍👍👍,4348,629 057,2015-08-30T17:29:05.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,206,Good morning 👍#live life loud #roc #monster,5869,952 288,2015-08-31T08:56:54.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,207,Team Portugal spirit⚽️⚽️⚽️💋👍🏻👍,7384,963 608,2015-08-31T17:45:51.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,208,One of my favourite #CR7Shirts for Autumn/Winter. Check out www.CR7Shirts.com to see all of our new styles!,11765,1 031 664,2015-09-01T15:36:08.000Z,Photo
https://www.instagram.com/cristiano/,Cristiano Ronaldo,Footballeur,Portugal,Non,Cristiano Ronaldo,2 981 publications,252 552 534,459,Vérifié,209,Bom día. 👍,7098,979 855,2015-09-01T08:27:46.000Z,Photo
