Links to profile,Links to publication,Name Account/Influencer,Professional Activity,Account description,Number of posts,Number of followers,Number of followings,Verified Status,Post description,Post number of comments,Post number of likes,Posting date,Media Type
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0RHhKUgDcr/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Always a pleasure to see you China 🇨🇳 🙋🏻‍♂️😀👌🏻,27114,5 921 733,2019-07-23T17:21:31.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0TkE-aob-V/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Work in progress. Focused into the new season ⚽️🏃🏻‍♂️💪🏻 #LiveAhead,25707,5 053 434,2019-07-24T16:09:34.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0V5fLHg-Li/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,🥅 ⚽️⚽️ 🏃🏻‍♂️ 😀💪🏻,68984,4 564 260,2019-07-25T13:55:07.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0_tFQlgF31/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Feeling good and keep working👍🏻👍🏻,34646,6 497 520,2019-08-10T19:34:50.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0goDQNA9kg/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Muy contento y honrado por ganar este premio @marca Leyenda. Gracias a todos los que me han ayudado y a los que me siguen ayudando en mi carrera.,57358,6 990 668,2019-07-29T17:54:24.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0ijTP4gf9z/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Abt last night 💞,43034,8 614 050,2019-07-30T11:51:23.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0jbJqmgjDR/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Happiness ⚽️🏃🏻‍♂️😀 #BackToTraining,20882,5 073 232,2019-07-30T19:59:24.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0lCPmPjqBG/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"There is only one shampoo for me.
#ClearMen #KeepAClearHead #NoDandruff #ClearHairCare #Menshampoo",25335,3 573 966,2019-07-31T11:00:15.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0lquy6Ibtd/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Trabalho feito e vitória 🔝👍👌,21832,4 325 156,2019-07-31T16:54:02.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0n-CY-A2-P/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Eyes on the ball 👀 ⚽️👍🏻,22098,4 346 575,2019-08-01T14:21:13.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0omr9Og8hN/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Recovery and meditation 🧘‍♂️ 👌🏻,79656,9 094 831,2019-08-01T20:16:25.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0qnXoljdVH/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Speed you can barely see 🚀⚡
Check out my latest @nikefootball Mercurial – available today at Nike.com/football
#Mercurial",26737,12 445 609,2019-08-02T15:01:15.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0tZ39ajbBY/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Have you ever imagined that in Madeira there was a place like this beautiful beach? If you were wondering about a reason to visit my island, here’s one: Seixal Beach.
#ChallengeTheObvious #VisitMadeira #MadeiraNoWordsNeeded
@visitmadeira",24316,4 068 994,2019-08-03T17:00:39.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B0ysVYAgGrL/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Get ready for the week 😉,36380,5 080 322,2019-08-05T18:18:10.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1-3Ro4A2Zx/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"El otro día visitamos @insparya_es
La alopecia es una enfermedad que afecta a millones de personas.
Queremos ayudar a todos los que sufren con esta enfermedad.
Pide tu consulta gratuita en
Insparya.es o llama al +34 91 123 75 76 #ClinicaCapilar #TrasplanteCapilar #Insparya #Confianza",15759,4 045 619,2019-09-04T08:16:03.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B12FJxcAKS6/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Prima partita in casa con una difficile vittoria contro un avversario molto forte. Il calcio ci ha insegnato che le gare vanno giocate fino all'ultimo minuto. Congratulazioni squadra!👏🏽💪🏽 #finoallafine #livehead,16758,4 689 454,2019-08-31T22:24:09.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B13Z4e-gaFl/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Happy Sunday 😀✌️,64122,24 354 093,2019-09-01T10:46:11.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B17QuvoAh_d/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Feliz por ter ganho o prémio de melhor jogador do ano - Quinas de Ouro 2019 - rodeado por crianças que representam o futuro! Sigam os vossos sonhos!,20265,4 872 028,2019-09-02T22:41:31.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B187lD0AcKb/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,É sempre um prazer voltar à seleção e representar Portugal!👍🏽🇵🇹,25871,5 780 174,2019-09-03T14:15:11.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1HXAa8A8Wv/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Start of another week of training ⚽️👌🏻💪🏻,22895,4 371 440,2019-08-13T18:55:51.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1J8M1WglrB/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Good sensations to comeback to the place that I played the first time for @juventus ! #villarPerosa A true bianconeri tradition ⚪⚫ 👌🏻💪🏻,16883,4 471 569,2019-08-14T18:59:20.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1KIaKlAJ3q/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Recovery time with love 💪🏻❤️,56906,26 208 672,2019-08-14T20:48:24.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1RBihnAh0p/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Working hard on my recovery with a special training partner!!😜💪,36065,21 528 817,2019-08-17T13:01:02.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1W2Pg5oKxc/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Back on track and focused on the first game of the season ⚽️👌🏻💪🏻,20621,4 026 483,2019-08-19T19:17:24.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1_9pTdDzaR/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"You don’t have to practice a sport to imagine the feeling of experience it. Surfing in Madeira looks like an incredible
experience, perfect for surf lovers. See it for yourself and ride the best waves of the season.
#ChallengeTheObvious #VisitMadeira #MadeiraNoWordsNeeded @visitmadeira",7406,4 973 208,2019-09-04T18:31:33.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1eXVHMA9AT/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,The Amazon Rainforest produces more than 20% of the world’s oxygen and its been burning for the past 3 weeks. It’s our responsibility to help to save our planet. #prayforamazonia,103897,10 239 158,2019-08-22T17:21:13.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1jrus7I9ev/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Great to start the season with three points! #forzajuve #liveahead #finoallafine,18306,5 104 799,2019-08-24T18:55:40.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1lkGTTABb1/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Happy Sunday With Family 😀❤️,38348,7 274 638,2019-08-25T12:27:28.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1t_cLBjAvz/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"No doubts in your mind, no dandruff on your head. #keepaCLEARhead #ClearMen #NoDoubts #NoDandruff #MenShampoo",20211,4 278 193,2019-08-28T19:00:18.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1tj-WZAIMN/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"El otro día estuve en @insparya_es y fue un placer hablar con todo el equipo, en el cual confío.
Si sufres de alopecia, comprueba el gran trabajo que podemos hacer por ti.
Entra en Insparya.es o llama al +34 91 123 75 76 y pide tu consulta gratuita.
Yo confío en Insparya,¡confía tu también!

#ClinicaCapilar #TrasplanteCapilar #Insparya #Confianza",7148,5 796 170,2019-08-28T15:02:39.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1vY7Pkg7aO/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,@NeymarJr Olha aí os Reis do espadachim🤴⚔😅,10870,6 261 590,2019-08-29T08:02:40.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1wd5TLgIAL/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Going back home!,25995,6 441 655,2019-08-29T18:04:55.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B1zadoQgoCz/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Forza capitano 🤜🏻🤛🏻💪🏻,16443,5 022 833,2019-08-30T21:32:38.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B247_LzAYH0/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Work done 🤜🏻🤛🏻💪🏻,17879,4 263 253,2019-09-26T21:33:10.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B29oLDXg2k3/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Felice per il gol e la solida prestazione della squadra!💪
#finoallafine #forzajuve #liveAhead",31687,5 825 659,2019-09-28T17:16:14.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2CttvhAVdm/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Find out how my day went from bad to good at cristianoronaldo.com/#playitcool with my new CR7 Play it Cool Fragance and stay tuned on @cr7cristianoronaldo,21823,3 875 023,2019-09-05T20:09:28.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2FFg2sgLpb/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Ready for tomorrow 🇵🇹💪🏻,16436,3 742 544,2019-09-06T18:15:54.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2ICPpSAowz/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Grande jogo, importante vitória equipa!👏🏽🇵🇹",26405,5 598 682,2019-09-07T21:45:04.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2PxisJA1SM/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Feliz por marcar o segundo poker ao serviço da Seleção e ter contribuído para mais uma vitória rumo ao nosso objetivo!💪🇵🇹,47906,7 187 474,2019-09-10T21:53:02.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2R4TbvAADc/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,I love this feeling ⚽️🙏 #93...,40553,6 759 510,2019-09-11T17:30:36.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2W7nOHoGYs/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Smelling good with my new fragrance and looking great with you on my side @georginagio ❤️,30682,7 239 606,2019-09-13T16:35:43.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2WHH5Go1jt/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,I’m ready to Play It Cool! Are you?😉 #CR7PlayItCool,20431,3 942 051,2019-09-13T08:57:04.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2ZtgsxoyVM/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Gara difficile ma continuiamo a lavorare e restiamo concentrati sul match di mercoledì #finoallafine #forzajuve,21961,5 338 323,2019-09-14T18:30:13.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2cSnE-g0d8/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Domingo em família ❤️,40298,7 835 459,2019-09-15T18:32:53.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2d0VVdomve/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Combining gym with SIXPAD helps me a lot. EMS technology will surprise you.
You can try SIXPAD at SIXPAD store Westfield London now.
@sixpad_europe #SIXPAD #traininggear",14416,10 252 558,2019-09-16T08:47:21.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2hWDqoAACd/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,We're ready for UCL ⚽️ 💪🏻🙏 #finoallafineforzajuventus #liveahead,21290,5 029 620,2019-09-17T17:39:12.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2hkIx-Iwdp/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Probably one of the most revealing interviews I ever did...! Thanks @piersmorgan for the interview.👍🏽,18703,4 397 559,2019-09-17T19:42:14.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2lq4OBoch4/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,We will keep working hard to achieve our goals #finoallafine,24600,5 885 397,2019-09-19T09:58:06.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2r3QXconpt/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Happy to score and help the team in a tough match! 3 important points!
#finoallafine #forzajuve",27843,6 210 318,2019-09-21T19:41:42.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B2xFV0PAF6a/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Paciência e persistência sao duas caracteristicas que diferenciam o profissional do amador. Tudo o que hoje é grande um dia começou pequeno. Você não pode fazer tudo, mas faça tudo o que puder para transformar seus sonhos em realidade. E procure manter em mente que depois da noite sempre vem o amanhecer. LR",114674,9 863 996,2019-09-23T20:20:59.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B30SxaVAMho/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,It was a special feeling to receive the 700 goals’ shirt in our stadium by our President. Glad to score again and secure a difficult but well deserved victory.👍🏽💪🏽 #finoallafine #forzajuve,36827,8 145 802,2019-10-19T22:47:28.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B34yvavASn7/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Confident for tomorrow ⚽💪🏼 #ucl #liveahead #finoallafine #forzajuve,19546,4 376 588,2019-10-21T16:43:46.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B376xsJIpFl/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Team work! Believing until the end!👍🏽💪🏽 #finoallafine #forzajuve,16647,3 966 014,2019-10-22T21:51:43.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3BrTEqgd00/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"I’ve achieved so much wearing Mercurial boots. Now, I am excited to see you all follow your dreams in my new #Mercurial Dream Speed. ⚡💭
Available today at Nike.com/football",13411,2 693 355,2019-09-30T07:00:30.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3C1eYeA-Ce/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Champions League is back! See you tomorrow... 😀💪🏼,20245,4 293 829,2019-09-30T17:48:40.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3F3RIbo0jp/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"3 important points!
Well done team!💪
#finoallafine #forzajuve #liveahead",35954,5 334 188,2019-10-01T22:02:04.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3Kkt7cAgS-/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Resilience is more than just having my eyes on the prize. I also know who I can count on to help me reach my goal. Take the first step to find out resources available to you to help you cope with life’s challenges #ClearShampoo #KeepAClearHead #NoDoubts #NoDandruff,9969,6 112 059,2019-10-03T17:58:08.000Z,Video
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3POaSTAKDK/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Best way to start my weekend ❤️🙏,49994,9 380 113,2019-10-05T13:17:27.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3SynoYAQjf/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Very strong perfomance by the team today!💪
Great feeling to be on the top of the table again!👌
#finoallafine #forzajuve #liveahead",18817,4 517 624,2019-10-06T22:31:34.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3W0yJ6g0hD/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"É sempre uma grande felicidade estar de volta ao meu país, representar a seleção nacional e rever amigos de tantas batalhas. Todos juntos, lutaremos uma vez mais para erguer bem alto o nome de Portugal! Vamos equipa!💪🏼🇵🇹",20920,5 282 225,2019-10-08T12:07:27.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3biLF4ANLG/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,"Keeping your mind Clear from doubts by building resilience is key to maintain your mental health! Clear is committed to help you become more resilient and have launched a great program to do that in partnership with the @resilienceresearch. Access @clear.haircare to access the platform & build your own resilience, so you can perform like a hero!
#MentalHealth #MentalHealthAwareness #KeepAClearHead #ClearHairCare @who",18116,3 744 091,2019-10-10T08:01:02.000Z,Photo
https://www.instagram.com/cristiano/,https://www.instagram.com/p/B3ch4bRgiQ9/,Cristiano Ronaldo,Footballeur,Cristiano Ronaldo  ,2 982 publications,253 140 888,459,Vérifié,Focado no jogo de amanhã.💪🏽🇵🇹,16345,3 590 772,2019-10-10T17:17:43.000Z,Photo
